ID,Rating,Votes,Title,author,publisher,pub_year,pages,price,binding,isbn,original_title,translator,subtitle,series,crawl_status,price_num,price_tier
26789567,7.3,11187,如何有效阅读一本书,[日] 奥野宣之,江西人民出版社,2016-6,251,36.00元,平装,9787210082972.0,読書は1冊のノートにまとめなさい,张晶晶,,后浪小学堂,success,36.0,30-40
1200842,8.6,11186,尘埃落定,阿来,人民文学出版社,2005-1,382,21.00元,平装,9787020049394.0,,,,茅盾文学奖获奖作品全集,success,21.0,20-30
1021615,9.1,11161,小王子（中英文对照本）,[法国] 安东·德·圣艾修伯里 / [法国] 安东尼·德·圣-埃克苏佩里,哈尔滨出版社,2001-11,193,19.80元,平装,9787806395868.0,Le Petit Prince,艾柯,,,success,19.8,<20
10555486,8.7,11160,分成两半的子爵,[意] 伊塔洛·卡尔维诺,译林出版社,2012-4-1,104,20.00元,精装,9787544722346.0,Il visconte dimezzato,吴正仪,,卡尔维诺经典,success,20.0,<20
1822793,7.6,11143,长安乱,韩寒,二十一世纪出版社,2007-8,241,21.00元,精装,9787539132242.0,,,,韩寒文集（2006版）,success,21.0,20-30
2340955,7.5,11126,暖暖,蔡智恒,作家出版社,2007-11,236,19.90元,平装,9787506341684.0,,,,,success,19.9,<20
5403007,7.6,11125,剩者为王,落落,长江文艺出版社,2011-1-1,224,26.80元,平装,9787535446381.0,,,,,success,26.8,20-30
26210487,9.0,11118,强风吹拂,[日] 三浦紫苑,广西师范大学出版社,2015-1-1,434,39.00元,平装,9787549559671.0,風が強く吹いている,林佩瑾 / 李建铨 / 杨正敏,,,success,39.0,30-40
1095634,8.7,11112,小狗钱钱,[德] 博多·舍费尔,中国工人出版社,2002-2,214,15.80元,平装,9787500827399.0,,王钟欣 / 余茜,,,success,15.8,<20
3291111,8.5,11107,富爸爸穷爸爸,[美]罗伯特.T.清崎,南海出版公司,2009-3,233,20.00元,,9787544242684.0,,萧明,,,success,20.0,<20
2070012,8.2,11107,一个人的第一次 第一次一个人旅行,[日] 高木直子 图文,陕西师范大学出版社,2007-10,143,20.00元,平装,9787561333129.0,,陈怡君 / 常纯敏,,高木直子绘本系列,success,20.0,<20
25741244,7.1,11089,我承认我不曾历经沧桑,蒋方舟,广西师范大学出版社,2013-10,274,32.00元,平装,9787549543519.0,,,,,success,32.0,30-40
27036317,8.1,11087,独居的一年,[美] 约翰·欧文,江苏凤凰文艺出版社,2017-8-1,600,68.00,平装,9787559402165.0,A Widow for One Year,孙璐,,读客外国小说文库：约翰·欧文作品,success,68.0,50-70
1318126,8.4,11067,雪国,[日] 川端康成,天津人民出版社,2005-5,438,25.00元,平装,9787201048611.0,,叶渭渠 / 唐月梅,,新经典文库·大师名作坊,success,25.0,20-30
4292149,8.5,11052,龙文身的女孩,[瑞典] 斯蒂格·拉森 / 斯蒂格·拉赫松,人民文学出版社,2010-3,478,39.90元,平装,9787020079148.0,Män som hatar kvinnor,颜湘如,,“千禧年”三部曲,success,39.9,30-40
3181927,7.6,11037,大便书,[日] 寄藤文平 / [日] 藤田纮一郎,北方文艺出版社,2008-10,190,29.00,精装,9787531723103.0,,吴锵煌,,,success,29.0,20-30
3688489,7.7,10995,异类,[美] 马尔科姆·格拉德威尔,中信出版社,2009-6,259,26.00,平装,9787508615158.0,Outliers: The Story of Success,季丽娜,,大众新知系列,success,26.0,20-30
1041616,7.4,10993,那些忧伤的年轻人,许知远,海南出版社,2001-04-01,284,18.00,平装,9787806459928.0,,,,许知远文集,success,18.0,<20
3604520,8.7,10955,雨季不再来,三毛,北京十月文艺出版社,2009-3,291,20.00元,平装,9787530209660.0,,,,三毛全集（2009版）,success,20.0,<20
6800500,7.5,10952,南音 （下）,笛安,长江文艺出版社,2012-1,200,24.80元,平装,9787535454010.0,,,,“龙城”系列,success,24.8,20-30
1067907,8.1,10936,长恨歌,王安忆,作家出版社,2000-11,350,20.00元,平装,9787506309578.0,,,,王安忆自选集,success,20.0,<20
1006560,8.2,10927,血酬定律,吴思,中国工人出版社,2003-08,287,23.80,平装,9787500830870.0,,,,,success,23.8,20-30
1483894,9.4,10924,三国演义,罗贯中,岳麓书社,1986-6-1,638 页,13.0,精装,9787805200132.0,,,,古典名著普及文库,success,13.0,<20
26858577,6.1,10922,少年的你，如此美丽,玖月晞,百花洲文艺出版社,2016-9,280,32.00元,平装,9787550018457.0,,,,,success,32.0,30-40
5380266,7.9,10922,怪笑小说,[日] 东野圭吾,南海出版公司,2011-2,210,20.00元,平装,9787544250399.0,かいしょうしょうせつ,李盈春,,新经典文库·东野圭吾作品,success,20.0,<20
26791407,6.4,10917,孤独深处,郝景芳,江苏凤凰文艺出版社,2016-8-1,304,35.00元,平装,9787539992761.0,,,,九志天达·科幻志,success,35.0,30-40
1082399,8.6,10917,闹学记,三毛,哈尔滨出版社,2003-08,275,16.60,平装,9787806399682.0,,,,三毛全集（华文天下2003版）,success,16.6,<20
24527845,7.0,10882,我讲个笑话，你可别哭啊,囧叔,中国华侨出版社,2013-7-1,208,29.80元,平装,9787511334978.0,,,,,success,29.8,20-30
1140727,8.7,10881,安德的游戏,奥森・斯科特・卡德,四川科学技术出版社,2003-09-01,327,21.00元,平装,9787536453265.0,Ender&#39;s Game,李毅,,世界科幻大师丛书,success,21.0,20-30
1474688,9.1,10880,機器娃娃(1),鳥山明,時報文化,1993年01月15日,192頁,NT$75,平裝,9789571306032.0,,陳慧如,,機器娃娃,success,75.0,70-100
3073494,7.4,10877,人淡如菊,[加] 亦舒,新世界出版社,2008-5,175,19.00元,平装,9787802285835.0,,,,亦舒新经典,success,19.0,<20
26276279,7.8,10870,苦妓回忆录,加西亚·马尔克斯,南海出版公司,2015-3-1,114,25.00元,精装,9787544275590.0,Memoria de mis putas tristes,轩乐,,新经典文库：加西亚·马尔克斯作品,success,25.0,20-30
1931318,7.0,10859,于丹《论语》心得,于丹,中华书局,2006-11,157,20.00元,平装,9787101053982.0,,,,百家讲坛,success,20.0,<20
1075495,7.2,10858,霜冷长河,余秋雨,作家出版社,2000-1,472,32.00元,平装,9787506318372.0,,,,,success,32.0,30-40
1213945,9.6,10842,红楼梦,曹雪芹 / 高鹗,岳麓书社,1999-11-1,889,18.50元,平装,9787805200323.0,,,,古典名著普及文库,success,18.5,<20
20392525,7.9,10841,枯枝败叶,[哥伦比亚] 加西亚·马尔克斯,南海出版公司,2013-1,144,25.00元,精装,9787544264006.0,La hojarasca,刘习良 / 笋季英,,新经典文库：加西亚·马尔克斯作品,success,25.0,20-30
1050566,8.2,10840,一地鸡毛,刘震云,长江文艺出版社,2004-03,276,18.00元,平装,9787535427298.0,,,,,success,18.0,<20
6781794,8.8,10838,过于喧嚣的孤独,(捷克) 赫拉巴尔,北京十月文艺出版社,2011-10,120,22.00元,精装,9787530211571.0,Příliš hlučna samota,杨乐云,,赫拉巴尔作品系列,success,22.0,20-30
3069729,8.2,10837,碧甃沉,匪我思存,新世界出版社,2008-5,261,26.80元,平装,9787802286658.0,,,,匪我思存作品,success,26.8,20-30
17724327,7.4,10830,盛夏的方程式,[日] 东野圭吾,现代出版社,2012-12-1,317,28.00元,平装,9787514307542.0,真夏の方程式,袁斌,,,success,28.0,20-30
26210607,8.4,10827,时间移民,刘慈欣,江苏凤凰文艺出版社,2014-12,352,32.00元,平装,9787539964188.0,,,,九志天达·科幻志,success,32.0,30-40
7065521,9.0,10798,银河帝国：基地,[美] 艾萨克·阿西莫夫,江苏文艺出版社,2012-3,240,29.90元,平装,9787539949796.0,Foundation,叶李华,,银河帝国,success,29.9,20-30
4778447,7.7,10792,失乐园,渡边淳一,作家出版社,2010-4-1,438,33.00元,平装,9787506353069.0,,竺家荣,,,success,33.0,30-40
26802388,7.3,10782,自在独行,贾平凹,长江文艺出版社,2016-7-1,320,CNY 39.00,平装,9787535488473.0,,,,贾平凹作品系列,success,39.0,30-40
10736800,6.6,10764,重口味心理学,姚尧,中国友谊出版公司,2012-5-1,271,32.80元,平装,9787505730007.0,,,,重口味心理学,success,32.8,30-40
10750155,8.7,10762,数学之美,吴军,人民邮电出版社,2012-5-1,272,45.00元,平装,9787115282828.0,,,,,success,45.0,40-50
4836682,8.5,10758,告白,[日]凑佳苗,哈尔滨出版社,2010-7,181,26.00元,精装,9787548401087.0,,丁世佳,,,success,26.0,20-30
1019428,8.0,10748,一九七三年的弹子球,[日] 村上春树,上海译文出版社,2001-8,159,12.50元,平装,9787532726288.0,,林少华,,村上春树文集（2001版）,success,12.5,<20
1439216,8.7,10732,伯爵該隱 ~ 诅咒之子,由貴香織里 / [日本] 由贵香织里,文化傳信有限公司,,,30,,9789626803066.0,,,,,success,30.0,20-30
5437113,9.1,10731,窗边的小豆豆,[日] 黑柳彻子 著 / 岩崎千弘 图,南海出版公司,2011-1,272,25.00元,平装,9787544250580.0,,赵玉皎,,新经典文库·巴学园,success,25.0,20-30
1467776,8.4,10723,朗读者,[德国] 本哈德·施林克,译林出版社,2006-1,213,28.00元,精装,9787806577677.0,,钱定平,,,success,28.0,20-30
20382491,8.0,10718,心理罪,雷米,重庆出版社,2012-12,432,36.00元,平装,9787229058791.0,,,,心理罪,success,36.0,30-40
4908882,8.8,10706,罗生门,[日] 芥川龙之介,上海译文出版社,2010-9,249,25.00元,精装,9787532751495.0,,林少华,,译文经典（精装本）,success,25.0,20-30
11614293,7.5,10702,人生需要揭穿,丁丁张,中信出版社,2012-9,256,35.00元,平裝（有2014年4月24印本）,9787508635088.0,,,,,success,35.0,30-40
2382094,7.7,10699,绾青丝Ⅳ（上）,波波,花山文艺出版社,2008-1,272,23.80,平装16开,9787807551898.0,,,,绾青丝,success,23.8,20-30
1675478,9.1,10683,天朝的崩溃,茅海建,生活·读书·新知三联书店,2005-7,600,32.00元,平装,9787108022943.0,,,,,success,32.0,30-40
2988943,8.3,10676,青灯,北岛,江苏文艺出版社,2008-1,148,16.00,平装,9787539927473.0,,,,北岛作品系列,success,16.0,<20
26598142,7.3,10669,湖畔,[日本] 东野圭吾,化学工业出版社,2016-1-1,183,32.00元,精装,9787122250155.0,レイクサイド,沈杨,,金匕首文库,success,32.0,30-40
2214344,7.5,10668,不存在的女儿,(美)金·爱德华兹,译林出版社,2007,401,26.00,平装,9787544702782.0,The Memory Keeper&#39;s Daughter,施清真,,,success,26.0,20-30
5993314,8.0,10661,安吉拉·卡特的精怪故事集,[英] 安吉拉·卡特,南京大学出版社,2011-9,582,48.00元,精装,9787305081323.0,Angela Carter&#39;s Book of Fairy Tales,郑冉然,,精典文库,success,48.0,40-50
3566368,8.2,10645,空谷幽兰,[美] 比尔·波特 著 / [美] 史蒂芬·R·约翰逊 摄,南海出版公司,2009-3,292,29.80,精装,9787544236973.0,,明洁,,新经典文库,success,29.8,20-30
1186392,8.7,10619,约翰·克利斯朵夫,（法）罗曼·罗兰,人民文学出版社,1957-1-1,1574,74.00元,精装,9787020025855.0,Jean-Christophe,傅雷,,世界文学名著文库,success,74.0,70-100
10583099,9.1,10610,全球通史,斯塔夫里阿诺斯,北京大学出版社,2012-2-1,833,168.00元,精装,9787301204689.0,A Global History: From Prehistory to the 21st Century,吴象婴 / 梁赤民 / 董书慧 / 王昶,,培文·历史——斯塔夫里阿诺斯全球史系列,success,168.0,100-200
4172417,8.2,10606,匆匆那年,九夜茴,东方出版社,2009-11,301,38.00元,平装,9787506036979.0,,,,,success,38.0,30-40
1021193,8.8,10601,皮皮鲁传,郑渊洁,学苑出版社,2003-11,347,11.00,平装(无盘),9787507710007.0,,,,郑渊洁童话,success,11.0,<20
1433377,8.7,10601,生命中不能承受之轻,[捷] 米兰·昆德拉,作家出版社,1987-9,345,2.20元,平装,,,韩少功 / 韩刚,,作家参考丛书,success,2.2,<20
26906797,7.7,10597,圣女的救济,[日] 东野圭吾,南海出版公司,2017-1,312,45.00元,精装,9787544285643.0,聖女の救済,袁斌,,新经典文库·东野圭吾作品,success,45.0,40-50
3333989,8.1,10584,荒废集,陈丹青,广西师范大学出版社,2009-1,381,39.00,平装,9787563379170.0,,,,理想国·陈丹青作品,success,39.0,30-40
1102403,9.7,10583,机器猫哆啦A梦（共45册）,[日本] 藤子·F. 不二雄,吉林美术出版社,2002-9,,180.00元,平装,9787538613117.0,,碧日,,,success,180.0,100-200
26775466,8.5,10582,小家，越住越大,逯薇,中信出版社,2016-5,344,58.00元,精装,9787508660196.0,,,,,success,58.0,50-70
1321018,8.2,10579,九州·羽传说,今何在,新世界出版社,2005-6,204,20.00元,平装,9787801876959.0,,,,九州书系,success,20.0,<20
2382087,7.7,10578,绾青丝Ⅳ（下）,波波,花山文艺出版社,2008-1,257,23.80,平装16开,9787807551904.0,,,,绾青丝,success,23.8,20-30
3191322,8.9,10578,边城,沈从文,北京十月文艺出版社,2008-07,464,29.80元,精装,9787530209455.0,,,,沈从文集,success,29.8,20-30
1015403,7.7,10578,今生今世,胡兰成,中国社会科学出版社,2003-9,345,23.80元,平装,9787500438847.0,,,,,success,23.8,20-30
1986590,9.1,10567,小王子,[法] 圣·埃克苏佩里 / [台] 曾铭祥 图 / [法国] 安东尼·德·圣-埃克苏佩里,新世界出版社,2007-2,135,22.00元,平装,9787802282902.0,Le Petit Prince,[台] 姚文雀,,,success,22.0,20-30
1364773,9.0,10564,鋼之鍊金術師 1,荒川弘,玉皇朝,2005-02-01,180,HK$28,平装,9789628864010.0,,,,鋼之鍊金術師（玉皇朝）,success,28.0,20-30
1959892,8.1,10554,大漠谣·终结篇,桐华,河南文艺出版社,2007-1,257,20.00元,平装16开,9787806237212.0,,,,大漠谣,success,20.0,<20
1203244,8.3,10543,三个火枪手,大仲马,上海译文出版社,1996-3-1,757,27.2,精装,9787532718214.0,,郝运 / 王振孫,,,success,27.2,20-30
30484795,8.8,10540,黑箱,[日] 伊藤诗织,雅众文化/中信出版集团,2019-4,223,48.00元,平装,9787521702224.0,Black Box,匡匡,,雅众·纪实,success,48.0,40-50
2285572,8.7,10535,圣传,CLAMP / [日本] 大川七濑,角川書店,2000,251,4.20X10,叶子,9784403612183.0,,柯莱木,,聖伝 （新書館）,success,4.2,<20
3678694,7.4,10532,窗灯,[日] 青山七惠,上海译文出版社,2009-6,130,19.00,精装,9787532747719.0,,竺家荣,,青山七惠作品,success,19.0,<20
1949679,8.7,10525,素履之往,木心,广西师范大学出版社,2007-1,166,26.00元,平装,9787563363216.0,,,,木心作品八种,success,26.0,20-30
3879026,8.2,10525,死亡通知单,周浩晖,国际文化出版公司,2009-7-1,297,28.80元,平装,9787801738998.0,,,,刑警罗飞系列,success,28.8,20-30
1065239,8.6,10522,我的宝贝,三毛,哈尔滨出版社,2003-4-1,312,16.60,平装,9787806399095.0,,,,三毛全集（华文天下2003版）,success,16.6,<20
1464716,8.7,10513,闍河魅影,筱原千绘,日本小学馆,1990,28卷,37.00,平装,9787200208030.0,,,,,success,37.0,30-40
4212607,7.6,10513,有味,汪涵,广西师范大学出版社,2010-1,237,29.00元,平装,9787563393664.0,,,,,success,29.0,20-30
6857344,8.5,10509,夜莺与玫瑰,[英] 王尔德 著 / 查尔斯·罗宾逊 绘,辽宁教育出版社,2011-9,288,34.00元,平装,9787538294101.0,The Nightingale and the Rose,林徽因,,,success,34.0,30-40
3326892,8.6,10509,圣诞忆旧集,[美] 杜鲁门·卡坡蒂,译林出版社,2009-1,251,24.50,精装,9787544707527.0,A Christmas Memory,潘帕,,,success,24.5,20-30
3151575,8.6,10507,激荡三十年,吴晓波,中信出版社,2008-7-1,154,32.00元,平装,9787508612102.0,,,,,success,32.0,30-40
27002046,9.1,10506,美丽新世界,【英】奥尔德斯·赫胥黎,上海译文出版社,2017-6,349,45.00元,精装,9787532774685.0,"BRAVE NEW WORLD, BRAVE NEW WORLD REVISITED",陈超,,译文经典（精装本）,success,45.0,40-50
26665723,7.3,10505,情人,渡边淳一,青岛出版社,2015-11-1,332,39,平装,9787555229049.0,,祝子平,,渡边淳一作品,success,39.0,30-40
3259428,8.6,10495,斜阳,太宰治,重庆出版社,2008-10,225,23.80元,平装,9787536699823.0,,杨伟 / 张嘉林,,重现经典,success,23.8,20-30
3391246,8.2,10487,潮骚,（日）三岛由纪夫,上海译文出版社,2009-1,140,15.00,平装,9787532744497.0,潮騒,唐月梅,,三岛由纪夫作品系列,success,15.0,<20
1079252,8.2,10484,爱情笔记,（英）阿兰·德波顿,上海译文出版社,2004-04-01,248,16.00,平装,9787532733088.0,Essays in Love,孟丽,,阿兰·德波顿文集（平装版）,success,16.0,<20
1049215,7.4,10480,借我一生,余秋雨,作家出版社,2004-08,617,42.00元,平装,9787506330152.0,,,,,success,42.0,40-50
4920036,7.0,10446,临界·爵迹 Ⅱ,郭敬明,长江文艺出版社,2011-1,240,22.80元,平装,9787535445568.0,,,,临界纪年爵迹,success,22.8,20-30
1033997,8.6,10440,呼啸山庄,[英] 艾米莉·勃朗特,译林出版社,2006-3,334,15.00元,精装,9787805670768.0,Wuthering Heights,杨苡,,名著译林,success,15.0,<20
3018322,7.5,10437,活着活着就老了,冯唐,万卷出版公司,2008-3,266,25.00元,精装,9787807591481.0,,,,,success,25.0,20-30
1001136,8.8,10437,彼得·潘,[英] 詹姆斯·巴里 / 孙国双 图,哈尔滨出版社,2003-7,199,13.80元,平装,9787806398159.0,Peter Pan,艾柯,,,success,13.8,<20
34786086,7.3,10429,沉默的巡游,[日] 东野圭吾,南海出版公司,2020-3,392,59.00元,精装,9787544280662.0,沈黙のパレード,边大玉,,新经典文库·东野圭吾作品,success,59.0,50-70
4149893,7.0,10416,每天懂一点好玩心理学,原田玲仁,陕西师范大学出版社,2009-12-1,203,28.00元,平装,9787561348840.0,,郭勇,,“每天懂一点”轻悦读书系,success,28.0,20-30
1427679,7.5,10399,做最好的自己,李开复,人民出版社,2005-9,260,28.00元,平装,9787010051246.0,,,,李开复文集,success,28.0,20-30
26286208,7.7,10397,没有女人的男人们,[日] 村上春树,上海译文出版社,2015-2,258,35.00元,平装,9787532768776.0,女のいない男たち,竺家荣 / 姜建强 / 岳远坤 / 陆求实 / 林少华 / 毛丹青,,村上春树文集,success,35.0,30-40
3131626,9.0,10391,荒原狼,[德]赫尔曼·黑塞,上海译文出版社,2008-7,193,13.00,平装,9787532744800.0,,赵登荣 / 倪诚恩,,译文名著文库,success,13.0,<20
1026317,7.7,10386,可爱的骨头,艾丽斯・西伯德,作家出版社,2004-06,346,25.00,平装,9787506328685.0,The Lovely Bones,施清真,,,success,25.0,20-30
30163844,8.3,10370,镖人,许先哲,北京联合出版公司,2018-4,280,39.90元,平装,9787559612977.0,,,,镖人,success,39.9,30-40
1765512,9.1,10365,海的女儿,安徒生,上海译文出版社,1978年6月,150,0.43,平装,,,叶君健,,安徒生童话全集,success,0.43,<20
2360485,7.0,10354,沙漏Ⅲ,饶雪漫,当代世界出版社,2007-12,281,25.00元,平装,9787509002834.0,,,,沙漏,success,25.0,20-30
24736900,8.2,10354,千只鹤,[日] 川端康成,南海出版公司,2013-9-15,208,29.50,精装,9787544265584.0,,叶渭渠,,新经典文库：川端康成作品,success,29.5,20-30
2042063,8.4,10346,伊斯坦布尔,[土耳其] 奥尔罕·帕慕克,上海人民出版社,2007-3,352,36.00元,平装,9787208068223.0,Istanbul,何佩桦,,奥尔罕·帕慕克作品系列,success,36.0,30-40
1337297,9.6,10344,篮球飞人,井上雄彥,文化傳訊,1996-3-30,185,HK$32.00,平装,9789625856575.0,Slam Dunk 20,张成淼,,SLAM DUNK 男兒當入樽,success,32.0,30-40
25720041,7.7,10340,秘密,(日)东野圭吾,化学工业出版社,2014-1-1,343,29.80元,平装,9787122184221.0,,章程,,金匕首文库,success,29.8,20-30
25882276,8.8,10338,陆犯焉识,严歌苓,作家出版社,2014-5,415,38.00元,平装,9787506373753.0,,,,,success,38.0,30-40
4313207,8.4,10338,致D,[法] 安德烈·高兹,南京大学出版社,2010-5,74,20.00元,精装,9787305067457.0,Lettre à D.,袁筱一,,精典文库,success,20.0,<20
1883353,8.8,10336,野性的呼唤,杰克·伦敦,上海译文出版社,2006-8,410,25.00元,,9787532740307.0,The Call of the Wild,刘荣跃,,名家中短篇小说选,success,25.0,20-30
20428922,8.3,10332,学会提问,[美] 尼尔·布朗 / [美] 斯图尔特·基利,机械工业出版社,2013-5-1,251,35.00元,平装,9787111406594.0,Asking The Right Questions: A Guide to Critical Thinking,吴礼敬,,,success,35.0,30-40
10607710,8.0,10330,世间的盐,高军,中国华侨出版社,2012-5,244,32.00元,平装,9787511320391.0,,,,铁葫芦·文艺馆,success,32.0,30-40
1269900,8.1,10329,活法,（日）稻盛和夫,东方出版社,2005-03,192,24.00,平装,9787506021401.0,,周庆玲,,经营之圣稻盛和夫《活法》书系,success,24.0,20-30
1007928,9.1,10314,美国纽约摄影学院摄影教材（上）,美国纽约摄影学院,中国摄影出版社,2000-03,563,90.00元,平装,9787800073489.0,,李之聪,,美国纽约摄影学院摄影教材,success,90.0,70-100
25976544,9.2,10313,故事,[美] 罗伯特·麦基,天津人民出版社,2014-9,522,68.00元（有2020年7月34印本）,精装,9787201088334.0,Story,周铁东,,虚构艺术三部曲,success,68.0,50-70
4773741,7.5,10308,杜拉拉3,李可,江苏文艺出版社,2010-5,287,29.80元,平装,9787539936833.0,,,,“杜拉拉”系列,success,29.8,20-30
2271450,8.6,10285,镜·神寂,沧月,天津人民出版社,2007-8,293,25.00元,平装,9787201055541.0,,,,《镜》系列,success,25.0,20-30
1886402,7.3,10282,如果这一秒，我没遇见你,匪我思存,新世界出版社,2006-9,251,20.00元,平装,9787802281189.0,玉碎,,,匪我思存作品,success,20.0,<20
6097966,8.0,10275,发条橙,[英] 安东尼·伯吉斯,译林出版社,2011-7,209,22.00元,平装,9787544717441.0,A Clockwork Orange,王之光,,,success,22.0,20-30
26650970,7.3,10273,古董局中局 4,马伯庸,北京联合出版公司,2015-12,400,42.00元,平装,9787550264601.0,,,,古董局中局,success,42.0,40-50
1028409,9.4,10262,中国少年儿童百科全书（全四册）,林崇德 主编,浙江教育出版社,1991-4,约 2800,168.00元,精装,9787533830953.0,,,,,success,168.0,100-200
6087472,7.2,10257,浮世浮城,辛夷坞,江苏文艺出版社,2011-4,281,28.00元,精装,9787539943565.0,,,,辛夷坞作品（典藏版）,success,28.0,20-30
1047719,8.5,10254,傅雷家书,傅雷,生活·读书·新知三联书店,1990-12-3,458,18.80元,平装,9787108001252.0,,,,,success,18.8,<20
25822105,8.3,10254,无缘社会,日本NHK特别节目录制组,上海译文出版社,2014-3,269,45.00元,平装,9787532764266.0,無縁社会,高培明,,译文纪实,success,45.0,40-50
3389960,7.5,10254,自卑与超越,阿尔弗雷德·阿德勒,汕头大学出版社,2010-6,234,25.00元,平装,9787811203714.0,What Life Should Mean to You,曹晚红 / 魏雪萍,,,success,25.0,20-30
1084082,8.2,10251,穆斯林的葬礼,霍达,人民文学出版社,2005-1,659,33.00元,平装,9787020049233.0,,,,茅盾文学奖获奖作品全集,success,33.0,30-40
3730731,7.9,10225,许我向你看（终结篇）,辛夷坞,江苏文艺出版社,2009-6,283,25.00,平装16开,9787539932279.0,,,,,success,25.0,20-30
3057556,8.9,10218,狂热分子,[美] 埃里克·霍弗,广西师范大学出版社,2011-6,207,34.00元,精装,9787563374625.0,True Believer : Thoughts on the Nature of Mass Movements,梁永安,,理想国 人文精选,success,34.0,30-40
6558707,9.0,10214,梦里花落知多少,三毛,北京十月文艺出版社,2011-7-1,315,24.00元,平装,9787530211076.0,,,,三毛全集（2011版）,success,24.0,20-30
3335362,8.5,10208,大教堂,[美] 雷蒙德·卡佛,译林出版社,2009-1,245,25.00,精装,9787544706001.0,Cathedral,肖铁,,卡佛作品,success,25.0,20-30
1958655,7.5,10207,寻找前世之旅（上下册）,Vivibear,河南文艺出版社,2007-1,557,40.00元,平装16开,9787806237243.0,,,,寻找前世之旅,success,40.0,30-40
2133074,7.0,10207,20几岁，决定女人的一生,[韩] 南仁淑,南海出版公司,2007-6,219,22.00元,平装,9787544237420.0,,李敏姬,,,success,22.0,20-30
26821461,7.9,10203,北鸢,葛亮,人民文学出版社,2016-10-1,490,45.00元,平装,9787020118076.0,,,,葛亮作品,success,45.0,40-50
1917078,8.6,10189,风之影,[西] 卡洛斯·鲁依斯·萨丰,人民文学出版社,2006-10,488,29.90元,平装,9787020058280.0,La Sombra del Viento,范湲,,99畅销文库,success,29.9,20-30
1033190,8.8,10181,失落的一角,谢尔・希尔弗斯坦,南海出版公司,2003-9-1,108,20.00元,精装,9787544225168.0,The Missing Piece,陈明俊,,谢尔·希尔弗斯坦作品集,success,20.0,<20
4737325,8.2,10180,维罗妮卡决定去死,[巴西] 保罗·柯艾略,南海出版公司,2010-8,238,22.00元,平装,9787544247245.0,Veronica Decide Morrer,闵雪飞,,新经典文库·保罗·柯艾略作品,success,22.0,20-30
3723866,7.8,10164,破晓,[美] 斯蒂芬妮·梅尔,接力出版社,2009-5,598,39.80,平装,9787544807395.0,,张雅琳 / 龚萍,,暮光之城,success,39.8,30-40
3162527,8.7,10163,魍魉之匣（下）,[日] 京极夏彦,上海人民出版社,2009-1,417,29.00,平装,9787208080447.0,魍魎の匣,林哲逸,,京极夏彦作品,success,29.0,20-30
3364853,7.6,10160,月食,[美] 斯蒂芬妮·梅尔,接力出版社,2008-12,476,35.00,平装,9787544805711.0,,龚萍,,暮光之城,success,35.0,30-40
3785741,8.1,10160,死神的精确度,[日] 伊坂幸太郎,当代世界出版社,2009-6,353,30.00,精装,9787509004357.0,,星野空,,乐读文库,success,30.0,20-30
19920715,8.6,10159,论中国,[美] 亨利·基辛格,中信出版社,2012-10,648,68.00元,精装,9787508635583.0,On China,胡利平 / 林华 / 杨韵琴 / 朱敬文,,,success,68.0,50-70
1010472,8.5,10145,安娜·卡列尼娜（上下）,[俄罗斯] 托尔斯泰,上海文艺出版社,2004-7,1100,120.00元,精装,9787532126637.0,,草婴,,托尔斯泰小说全集,success,120.0,100-200
1358416,7.8,10132,1.2.3.木頭人,幾米 / 几米,大塊文化,2001-10-8,164,NT$ 360,平装,9789570316957.0,,,,幾米作品,success,360.0,>200
1418180,8.9,10127,思维的乐趣,王小波,中国人民大学出版社,2005-7,213,16.80元,平装,9787300065397.0,,,,,success,16.8,<20
25767862,7.0,10124,如果蜗牛有爱情,丁墨,百花洲文艺出版社,2014-4,560,45.00,平装,9787550007420.0,,,,,success,45.0,40-50
10485696,7.6,10123,我就是想停下来，看看这个世界,陈宇欣,中信出版社,2012-3-1,288,36.00元,平装,9787508632018.0,,,,你我皆行者系列丛书,success,36.0,30-40
1052828,8.4,10099,玩笑,[捷克] 米兰·昆德拉,上海译文出版社,2003-6,407,24.00,简裝本,9787532730759.0,Žert,蔡若明,,米兰·昆德拉作品系列（2003版）,success,24.0,20-30
26662515,7.7,10091,他知道风从哪个方向来,玖月晞,百花洲文艺出版社,2015-12-1,584,45.00,平装,9787550015357.0,,,,,success,45.0,40-50
1062991,8.4,10087,北京法源寺,李敖,中国友谊出版公司,2004-08,286,20.00元,平装,9787505720176.0,,,,李敖作品,success,20.0,<20
1036290,6.5,10074,校服的裙摆,饶雪漫,长江文艺出版社,2005-1,284,20.00元,平装,9787535429537.0,,,,,success,20.0,<20
1433700,7.4,10070,孔雀森林,蔡智恒,新星出版社,2005-9,225,22.00元,平装,9787801488725.0,,,,,success,22.0,20-30
1420862,8.9,10068,孩子你慢慢来,龙应台,文汇出版社,2005-8,168,22.00元,平装,9787806767238.0,,,,龙应台作品系列,success,22.0,20-30
3315827,7.7,10044,暮光之城·新月,史蒂芬妮·梅爾 / [美国] 斯蒂芬妮·梅耶,尖端出版,2008-12,512,新台币399元,平裝,9789571039817.0,,瞿秀蕙,,暮光之城,success,399.0,>200
1581547,8.6,10041,聖闘士星矢 1,車田正美,大然,民82,181,NT$60,平裝,9789577256119.0,,潘潘,,,success,60.0,50-70
