author_clean,book_count,avg_rating,avg_bayesian,total_votes,median_price,nationality,books,author_score,influence
王小波,58,8.813793103448276,8.801526760391875,786318,20.0,中国,"['黄金时代', '沉默的大多数', '爱你就像爱生命', '一只特立独行的猪', '黄金时代', '我的精神家园', '白银时代', '红拂夜奔', '青铜时代', '绿毛水怪', '沉默的大多数', '思维的乐趣', '白银时代', '青铜时代', '爱你就像爱生命', '黑铁时代', '沉默的大多数', '万寿寺', '黄金时代', '一只特立独行的猪', '红拂夜奔', '寻找无双·东宫西宫', '沉默的大多数', '三十而立', '似水流年', '黄金时代', '我的精神家园', '黑铁时代', '我的阴阳两界·革命时期的爱情', '王小波全集（第一卷 杂文）', '爱你就像爱生命', '革命时期的爱情', '绿毛水怪', '王小波全集', '王小波全集：红拂夜奔（第四卷）', '东宫·西宫', '黄金时代', '理想国与哲人王', '青铜时代', '王小波全集（第二卷 杂文）', '地久天长', '唐人故事', '一只特立独行的猪', '黄金时代', '沉默的大多数', '爱你就像爱生命', '我的阴阳两界', '沉默的大多数', '黄金时代 白银时代', '王小波全集：万寿寺（第三卷）', '王小波全集（第六卷）', '沉默的大多数', '黄金时代 黑铁时代', '王小波全集 第九卷', '沉默的大多数', '寻找无双', '红拂夜奔', '假如你愿意你就恋爱吧']",8.762565952797848,118.9528654030837
三毛,58,8.76551724137931,8.755887302046766,831282,23.0,中国,"['撒哈拉的故事', '撒哈拉的故事', '梦里花落知多少', '撒哈拉的故事', '哭泣的骆驼', '雨季不再来', '万水千山走遍', '梦里花落知多少', '温柔的夜', '撒哈拉的故事', '稻草人手记', '撒哈拉的故事', '雨季不再来', '闹学记', '我的宝贝', '梦里花落知多少', '梦里花落知多少', '亲爱的三毛', '送你一匹马', '雨季不再来', '稻草人手記', '滚滚红尘', '万水千山走遍', '温柔的夜', '雨季不再來', '撒哈拉的故事', '三毛作品集', '万水千山走遍', '稻草人手记', '温柔的夜', '万水千山走遍', '我的宝贝', '萬水千山走遍', '哭泣的駱駝', '送你一匹马', '倾城', '你是我不及的梦', '滚滚红尘', '傾城', '亲爱的三毛', '滚滚红尘', '我的宝贝', '背影', '梦里花落知多少', '送你一匹馬', '送你一匹马', '流星雨', '三毛典藏全集', '流星雨', '溫柔的夜', '温柔的夜', '我的灵魂骑在纸背上', '荷西 我爱你', '随想', '背影', '夢裡花落知多少', '谈心', '三毛经典作品（上下）']",8.718121508353404,118.8343217611563
余华,35,8.377142857142857,8.374936457148147,1401956,17.0,中国,"['活着', '许三观卖血记', '活着', '活着', '兄弟（上）', '第七天', '许三观卖血记', '兄弟（下）', '兄弟', '在细雨中呼喊', '许三观卖血记', '活着', '在细雨中呼喊', '兄弟', '在细雨中呼喊', '活着', '活着', '现实一种', '我们生活在巨大的差距里', '十八岁出门远行', '许三观卖血记', '许三观卖血记', '我胆小如鼠', '许三观卖血记', '现实一种', '第七天', '兄弟', '黄昏里的男孩', '世事如烟', '鲜血梅花', '许三观卖血记', '在细雨中呼喊', '黄昏里的男孩', '古典爱情', '没有一条道路是重复的']",8.35104137565661,118.19545927660997
刘慈欣,27,8.496296296296297,8.490709112013896,1076947,28.0,中国,"['三体', '三体Ⅱ', '三体Ⅲ', '流浪地球', '球状闪电', '三体全集', '乡村教师', '超新星纪元', '时间移民', '带上她的眼睛', '全频带阻塞干扰', '赡养人类', '2018', '流浪地球', '微纪元', '超新星纪元', '魔鬼积木·白垩纪往事', '三体2', '白垩纪往事', '球状闪电', '流浪地球', '朝闻道', '三体3', '中国太阳', '流浪地球', '时光尽头', '镜子']",8.445051719570763,117.2987422923189
钱锺书,16,9.0125,8.999254494632476,542741,19.0,中国,"['围城', '围城', '围城', '围城', '围城', '人·兽·鬼', '写在人生边上 人生边上的边上 石语', '围城', '写在人生边上', '围城', '围城', '围城', '宋诗选注', '宋诗选注', '写在人生边上 写在人生边上的边上 石语', '七缀集']",8.811507382203066,116.3505742163338
J. K. 罗琳,9,8.677777777777777,8.678280416947915,882240,39.8,英,"['哈利·波特与魔法石', '哈利·波特与阿兹卡班的囚徒', '哈利·波特与密室', '哈利·波特与火焰杯', '哈利·波特与混血王子', '哈利·波特与凤凰社', '哈利·波特与死亡圣器', '诗翁彼豆故事集', '偶发空缺']",8.49583250187603,116.30982062409203
乔治·奥威尔,14,9.25,9.2374252736895,383654,22.5,英,"['1984', '动物农场', '一九八四·动物农场', '一九八四', '1984', '一九八四', '动物农场', '动物农场', '1984', '动物农场', '1984', '一九八四', '一九八四', '巴黎伦敦落魄记']",8.965350264540232,115.27198197341114
村上春树,70,8.087142857142858,8.087506744170641,1498248,25.0,日,"['挪威的森林', '1Q84 BOOK 1', '挪威的森林', '海边的卡夫卡', '当我谈跑步时我谈些什么', '1Q84 BOOK 2', '且听风吟', '1Q84 BOOK 3', '世界尽头与冷酷仙境', '世界尽头与冷酷仙境', '没有色彩的多崎作和他的巡礼之年', '国境以南 太阳以西', '海边的卡夫卡', '舞！舞！舞！', '刺杀骑士团长', '寻羊冒险记', '东京奇谭集', '我的职业是小说家', '且听风吟', '天黑以后', '遇到百分之百的女孩', '斯普特尼克恋人', '国境以南 太阳以西', '世界尽头与冷酷仙境', '奇鸟行状录', '神的孩子全跳舞', '大萝卜和难挑的鳄梨', '一九七三年的弹子球', '没有女人的男人们', '再袭面包店', '舞！舞！舞！', '天黑以后', '无比芜杂的心绪', '神的孩子全跳舞', '奇鸟行状录', '当我谈跑步时，我谈些什么（2015典藏版）', '当我谈跑步时，我谈些什么', '挪威的森林', '挪威的森林', '寻羊冒险记', '假如真有时光机', '挪威的森林', '斯普特尼克恋人', '列克星敦的幽灵', '挪威的森林', '萤', '图书馆奇谈', '远方的鼓声', '去中国的小船', '旋转木马鏖战记', '电视人', '再袭面包店', '萤', '舞 ! 舞 ! 舞 !', '象的失踪', '去中国的小船', '地下', '海边的卡夫卡', '去中国的小船', '村上广播', '旋转木马鏖战记', '世界尽头与冷酷仙境（精装本）', '且听风吟', '且听风吟', '列克星敦的幽灵', '雨天炎天', '终究悲哀的外国语', '边境 近境', '海边的卡夫卡', '如果我们的语言是威士忌']",8.092555400350193,115.07458119702831
卡勒德·胡赛尼,4,8.725000000000001,8.722559504795747,765609,32.5,美,"['追风筝的人', '灿烂千阳', '群山回唱', '追风筝的人']",8.415739447362714,114.02004148996463
当年明月,9,8.899999999999999,8.898358082194088,527914,28.8,中国,"['明朝那些事儿（壹）', '明朝那些事儿（1-9）', '明朝那些事儿（贰）', '明朝那些事儿（叁）', '明朝那些事儿（肆）', '明朝那些事儿（伍）', '明朝那些事儿（陆）', '明朝那些事儿（柒）', '明朝那些事儿']",8.638689644733173,113.82934033468614
路遥,16,8.90625,8.892180337708783,443794,52.5,中国,"['平凡的世界（全三部）', '人生', '平凡的世界', '平凡的世界（全三册）', '平凡的世界', '平凡的世界', '人生', '人生', '平凡的世界（全三册）', '平凡的世界', '平凡的世界（全三册）', '人生', '平凡的世界(全三册)', '早晨从中午开始', '平凡的世界', '平凡的世界']",8.730555001250686,113.52443708826256
加西亚·马尔克斯,22,8.5,8.496866850415914,680674,35.0,哥伦比亚,"['百年孤独', '霍乱时期的爱情', '百年孤独', '一桩事先张扬的凶杀案', '没有人给他写信的上校', '苦妓回忆录', '枯枝败叶', '世上最美的溺水者', '爱情和其他魔鬼', '活着为了讲述', '霍乱时期的爱情', '霍乱时期的爱情', '梦中的欢快葬礼和十二个异乡故事', '礼拜二午睡时刻', '恶时辰', '百年孤独', '族长的秋天', '迷宫中的将军', '我不是来演讲的', '一个海难幸存者的故事', '番石榴飘香', '蓝狗的眼睛']",8.438579815787572,113.3372172896652
张爱玲,37,8.464864864864865,8.459246545940386,650361,28.0,中国,"['倾城之恋', '红玫瑰与白玫瑰', '半生缘', '金锁记', '小团圆', '倾城之恋', '第一炉香', '倾城之恋', '色，戒', '张爱玲文集', '半生缘', '红玫瑰与白玫瑰', '流言', '红玫瑰与白玫瑰', '倾城之恋', '同学少年都不贱', '十八春', '小团圆', '半生缘', '张爱玲全集1：长篇小说·半生缘', '郁金香', '怨女', '怨女', '张爱玲作品集', '红楼梦魇', '异乡记', '传奇(上下)', '对照记', '张看（上下）', '流言', '金锁记', '雷峰塔', '流言', '沉香', '流言', '少帅', '红楼梦魇']",8.429563214911056,112.83210108302319
未知,43,8.555813953488371,8.54625590011541,555955,22.0,其他,"['看见', '一千零一夜', '夹边沟记事', '死亡筆記 1', '圣经', '潜规则', '论语', 'デスノート 5', '十万个为什么', '中国近代史', '金瓶梅', '北京折叠', '文明的冲突与世界秩序的重建', '金刚经', '少年凯歌', '郑爽的书', '道士下山', '被劫持的私生活', '刀与星辰', '我爱摇滚乐', '我爱摇滚乐', '150cm Life 3', '文明的冲突与世界秩序的重建', '圣经', '人魚之森', '乡关何处', '回国驯火记', '首届全国新概念作文大赛获奖作品选（全二册）', '唐诗三百首', '郭敬明音乐小说迷藏(CD)', '美的沉思', '金瓶梅', '消失中的江城', '論語譯註', 'One Billion Customers', '崩溃', '夹边沟记事', '风中的费洛蒙', '拥抱春天的罗曼史', '易经', '零极限', '列那狐的故事', 'River Town']",8.515451146380508,112.64617231531714
金庸,41,8.360975609756098,8.355381464938214,705321,52.5,中国,"['天龙八部', '笑傲江湖（全四册）', '神雕侠侣', '射雕英雄传（全四册）', '倚天屠龙记(共四册)', '鹿鼎记（全五册）', '白马啸西风', '雪山飞狐', '连城诀', '射雕英雄传', '倚天屠龙记', '飞狐外传', '侠客行', '鹿鼎记', '碧血剑（上下）', '书剑恩仇录(上下)', '书剑恩仇录', '碧血剑', '天龙八部（全五册）', '鸳鸯刀', '侠客行（全二册）', '连城诀', '神雕侠侣（全四册）', '金庸作品集', '笑傲江湖', '飞狐外传（上下册）', '笑傲江湖（全四册）', '雪山飞狐', '越女剑', '鹿鼎记（全五册）', '连城诀', '射雕英雄传（全四册）', '倚天屠龙记（全四册）', '金庸全集', '笑傲江湖', '天龙八部', '射雕英雄传（全4册）', '神鵰俠侶', '倚天屠龍記', '射鵰英雄傳', '侠客行(上下)']",8.340035978831835,112.3103415297096
安东尼·德·圣-埃克苏佩里,2,9.15,9.130439059083745,578764,33.5,法国,"['小王子', '小王子（纯美珍藏绘本）']",8.448807860894918,112.10428964798939
幾米,51,8.46078431372549,8.45440350334842,565582,28.0,中国,"['向左走·向右走', '地下铁', '月亮忘記了', '我的心中每天开出一朵花', '星空', '我只能為你畫一張小卡片', '照相本子', '又寂寞又美好', '微笑的鱼', '布瓜的世界', '月亮忘记了', '听幾米唱歌', '听幾米唱歌', '蓝石头', '幸运儿', '1.2.3.木頭人', '履历表', '向左走·向右走', '森林唱游', '你们 我们 他们', '遗失了一只猫', '躲进世界的角落', '照相本子', '失乐园1', '我不是完美小孩', '小蝴蝶小披风', '我只能为你画一张小卡片', '布瓜的世界', '地下鐵', '地下铁', '走向春天的下午', '我的心中每天开出一朵花', '照相本子', '向左走·向右走', '失乐园Ⅲ：秘密花开了', '星空', '我只能为你画一张小卡片', '你們我們他們', '我的心中每天開出一朵花', '失乐园2', '谢谢你毛毛兔，这个下午真好玩', '恋之风景', '森林里的秘密', '失乐园-奇迹迷路了', '月亮忘记了', '黑白异境', '月亮忘记了', '我不是完美小孩', '世界別為我擔心', '你们我们他们', '我的错都是大人的错']",8.434672411183294,111.72240094420681
东野圭吾,91,7.407692307692308,7.417550862760184,3256999,32.0,日,"['解忧杂货店', '白夜行', '嫌疑人X的献身', '白夜行', '恶意', '放学后', '幻夜', '嫌疑人X的献身', '嫌疑人X的献身', '秘密', '时生', '虚无的十字架', '恶意', '流星之绊', '新参者', '圣女的救济', '宿命', '新参者', '变身', '单恋', '恶意', '分身', '信', '彷徨之刃', '红手指', '拉普拉斯的魔女', '沉睡的人鱼之家', '假面山庄', '黑笑小说', '梦幻花', '侦探伽利略', '谁杀了她', '红手指', '假面饭店', '湖边凶杀案', '十一字杀人', '毒笑小说', '时生', '怪笑小说', '盛夏的方程式', '湖畔', '圣女的救济', '沉默的巡游', '秘密', '濒死之眼', '彷徨之刃', '同级生', '超·杀人事件', '流星之绊', '绑架游戏', '我杀了他', '畢業前殺人遊戲', '杀人之门', '假面饭店', '放学后', '白金数据', '毕业', '黎明之街', '回廊亭杀人事件', '神探伽利略', '白马山庄杀人事件', '白夜行', '麒麟之翼', '疾风回旋曲', '假面前夜', '信', '我的晃荡的青春', '大雪中的山庄', '悲剧人偶', '布鲁特斯的心脏', '美丽的凶器', '风雪追击', '浪花少年侦探团', '恋爱的贡多拉', '白夜行', '空中杀人现场', '鸟人计划', '危险的维纳斯', '歪笑小说', '以眨眼干杯', '谁杀了她', '第十年的情人节', '魔球', '东野圭吾的最后致意', '分身', '湖畔杀人事件', '造彩虹的人', '学生街的日子', '盛夏方程式', '假面之夜', '那时的某人']",7.447308906523587,111.68220578664919
鲁迅,17,8.982352941176472,8.96535013109257,306664,10.0,中国,"['呐喊', '朝花夕拾', '狂人日记', '彷徨', '野草', '故事新编', '故事新编', '伤逝', '鲁迅全集（2005最新修订版）', '朝花夕拾', '彷徨', '朝花夕拾', '呐喊', '故事新编', '鲁迅杂文全集', '呐喊', '呐喊']",8.797347955739294,111.14139415398738
龙应台,11,8.672727272727274,8.668474580135385,435200,28.0,中国,"['目送', '亲爱的安德烈', '孩子你慢慢来', '野火集', '野火集', '孩子你慢慢来', '目送', '天长地久', '亲爱的安德烈', '野火集', '人在欧洲']",8.515103439141527,110.55638427240403
毛姆,13,8.861538461538462,8.852814835690966,292521,32.0,英,"['月亮和六便士', '刀锋', '月亮和六便士', '人生的枷锁', '人性的枷锁', '阅读是一座随身携带的避难所', '月亮和六便士', '月亮与六便士', '刀锋', '人生的枷锁', '木麻黄树', '赴宴之前', '月亮和六便士']",8.668980834792468,109.11035149274717
曹雪芹 著,2,9.6,9.584086390047855,294741,58.85,清,"['红楼梦', '红楼梦']",8.577379289466347,108.02227685315987
老舍,13,8.861538461538462,8.849113749758637,227891,12.0,中国,"['骆驼祥子', '四世同堂', '茶馆', '骆驼祥子', '骆驼祥子', '月牙儿', '四世同堂（上下）', '茶馆', '离婚', '猫城记', '正红旗下', '不成问题的问题', '茶馆 龙须沟']",8.668980834792468,106.94598399559412
米兰·昆德拉,20,8.375,8.37107375437592,373045,22.0,捷克,"['不能承受的生命之轻', '不能承受的生命之轻', '生活在别处', '不朽', '生命中不能承受之轻', '玩笑', '笑忘录', '不能承受的生命之轻', '慢', '庆祝无意义', '无知', '身份', '告别圆舞曲', '小说的艺术', '被背叛的遗嘱', '不能承受的生命之轻', '帷幕', '雅克和他的主人', '笑忘录', '生命中不能承受之輕']",8.333666201050576,106.91641230722774
阿尔贝·加缪,11,8.945454545454545,8.931629945675084,212394,32.0,法,"['局外人', '鼠疫', '局外人', '鼠疫', '局外人', '鼠疫', '鼠疫', '西西弗神话', '加缪手记', '鼠疫', '加缪文集']",8.702603439141527,106.74790065305373
杨绛,13,8.423076923076923,8.4176943768692,341040,20.0,中国,"['我们仨', '我们仨', '洗澡', '走到人生边上', '洗澡', '干校六记', '干校六记', '将饮茶', '我们仨', '洗澡之后', '洗澡', '干校六记', '我们仨']",8.352314168125801,106.40646110526819
南派三叔,19,8.089473684210526,8.090195336980775,486333,32.8,中国,"['盗墓笔记', '盗墓笔记2', '盗墓笔记3', '盗墓笔记4', '盗墓笔记6', '盗墓笔记5', '盗墓笔记7', '盗墓笔记', '盗墓笔记8·大结局（下）', '盗墓笔记8·大结局（上）', '藏海花', '沙海', '大漠苍狼', '沙海2', '盗墓笔记之1：七星鲁王宫', '大漠苍狼', '盗墓笔记之2：怒海潜沙', '盗墓笔记：吴邪的盗墓笔记', '盗墓笔记1·七星鲁王宫']",8.105902292761018,106.14396083133812
黄仁宇,11,8.718181818181819,8.708888966456156,233825,32.0,美,"['万历十五年', '中国大历史', '万历十五年（增订本）', '万历十五年', '赫逊河畔谈中国历史', '万历十五年', '万历十五年', '黄河青山', '万历十五年', '万历十五年', '资本主义与二十一世纪']",8.546353439141527,105.65286311645208
阿加莎·克里斯蒂,33,8.196969696969697,8.198559408137994,389946,22.0,英,"['东方快车谋杀案', '尼罗河上的惨案', '无人生还', '罗杰疑案', '东方快车谋杀案', '无人生还', '罗杰疑案', '阳光下的罪恶', 'ABC谋杀案', '无人生还', '斯泰尔斯庄园奇案', '东方快车谋杀案', '啤酒谋杀案', '悬崖山庄奇案', '云中命案', '谋杀启事', '五只小猪', '人性记录', '底牌', '捕鼠器', '悬崖山庄奇案', '底牌', '圣诞奇案', '高尔夫球场命案', '长夜', '沉睡的谋杀案', '杀人不难', '三幕悲剧', '东方快车谋杀案', '谋杀启事', '人性记录', 'ABC谋杀案', '云中命案']",8.193201448059591,105.47735914619005
威廉·萨默塞特·毛姆,11,8.718181818181819,8.711073209330207,227749,39.0,英,"['月亮与六便士', '月亮与六便士', '面纱', '月亮和六便士', '寻欢作乐', '毛姆短篇小说精选集', '毛姆读书随笔', '刀锋', '月亮和六便士', '刀锋', '面纱']",8.546353439141527,105.42784863063264
陈忠实,8,8.9375,8.927383232858366,197144,31.5,中国,"['白鹿原', '白鹿原', '白鹿原', '白鹿原', '白鹿原', '白鹿原', '白鹿原', '白鹿原']",8.641665771251109,105.35655145299043
太宰治,20,8.315000000000001,8.309842232105108,324974,29.8,中国,"['人间失格', '人间失格', '人间失格', '斜阳', '人间失格', '人间失格', '人间失格', '女生徒', '人间失格', '奔跑吧！梅勒斯', '人间失格', '小说灯笼', '御伽草纸', '斜阳', '人間失格', '人间失格', '人间失格·斜阳', '人间失格', '御伽草纸', '斜阳']",8.285666201050578,105.1575618827521
雨果,11,8.945454545454545,8.927701713080877,172066,32.0,法,"['巴黎圣母院', '悲惨世界（上中下）', '悲惨世界', '悲惨世界', '巴黎圣母院', '巴黎圣母院', '巴黎圣母院', '悲惨世界（上下）', '悲惨世界（全三册）', '笑面人', '悲惨世界（上中下）']",8.702603439141527,104.91544729203157
玛格丽特·米切尔,4,9.375,9.351002291052303,169507,39.0,美国,"['飘', '乱世佳人(上、下)', '飘', '乱世佳人']",8.704628336251602,104.80943020215383
沈从文,8,8.7625,8.749232206652746,211176,16.8,中国,"['边城', '边城', '边城', '湘行散记', '边城', '边城 湘行散记', '边城', '从文自传']",8.533973463558802,104.6303713652686
奥斯丁,3,9.0,8.989524609848047,221585,13.0,英,"['傲慢与偏见', '傲慢与偏见', '傲慢与偏见']",8.480206878283052,104.37918652110883
艾萨克·阿西莫夫,21,9.004761904761905,8.987442896613262,132990,38.0,美,"['永恒的终结', '神们自己', '基地', '银河帝国：基地', '基地与帝国', '第二基地', '银河帝国2：基地与帝国', '银河帝国3：第二基地', '银河帝国：基地七部曲', '银河帝国4：基地前奏', '银河帝国5：迈向基地', '银河帝国6：基地边缘', '银河帝国7：基地与地球', '基地前传1·基地前奏（上下）', '银河帝国9：钢穴', '银河帝国8：我，机器人', '银河帝国10：裸阳', '银河帝国11：曙光中的机器人', '银河帝国12：机器人与帝国', '机器人短篇全集', '银河帝国 ：基地']",8.843909808702477,104.34077281065461
安妮宝贝,28,7.821428571428571,7.823432130323517,556533,25.0,中国,"['莲花', '素年锦时', '八月未央', '彼岸花', '清醒纪', '告别薇安', '二三事', '蔷薇岛屿', '告别薇安', '春宴', '蔷薇岛屿', '八月未央（修订版）', '素年锦时', '彼岸花', '眠空', '月', '莲花', '清醒纪', '素年锦时', '二三事', '瞬间空白', '告别薇安', '彼岸花', '蔷薇岛屿', '素年锦时之月棠记', '大方 No.2', '安妮宝贝系列', '八月未央']",7.873989546250438,104.16881512749632
韩寒,40,7.532500000000001,7.539277495194268,839983,25.0,中国,"['1988：我想和这个世界谈谈', '三重门', '长安乱', '一座城池', '他的国', '像少年啦飞驰', '零下一度', '光荣日（第一季）', '青春', '我所理解的生活', '通稿2003', '可爱的洪水猛兽', '杂的文', '1988：我想和这个世界谈谈', '毒', '三重门', '就这么漂来漂去', '长安乱', '像少年啦飞驰', '像少年啦飞驰', '零下一度', '长安乱', '光明与磊落', '光荣日 第一季', '三重门', '所有人问所有人', '三重门', '告白与告别', '草', '一座城池', '韩寒五年文集（上下）', '和喜欢的一切在一起', '寒·十八禁', '七喜', '韩寒五年文集', '我所理解的生活', '1988：我想和这个世界谈谈', '他的国', '三重门', '杂的文']",7.6031478894725435,103.71559053003567
斯蒂芬·茨威格,11,8.754545454545454,8.744344661894536,173198,25.0,奥,"['一个陌生女人的来信', '人类的群星闪耀时', '象棋的故事', '人类群星闪耀时', '人类的群星闪耀时（增订版）', '人类群星闪耀时', '昨日的世界', '人类群星闪耀时', '一个陌生女人的来信', '心灵的焦灼', '人类群星闪耀时']",8.571353439141525,103.38934946606217
林奕含,2,9.05,9.047996525643129,210464,182.5,中国,"['房思琪的初恋乐园', '房思琪的初戀樂園']",8.42023643232349,103.20746650055615
尤瓦尔·赫拉利,5,8.68,8.676614281900541,208976,68.0,以色列,"['人类简史', '未来简史', '人类简史', '今日简史', '未来简史']",8.424165502626442,103.1958545183989
夏洛蒂·勃朗特,5,8.559999999999999,8.555086475242302,227953,21.4,英,"['简爱（英文全本）', '简爱', '简·爱', '简・爱', '简爱']",8.364165502626442,103.1878661392555
大仲马,9,8.966666666666667,8.948850569280573,144356,38.0,法国,"['基督山伯爵', '基督山伯爵（上下册）', '三个火枪手', '基督山伯爵（上下）', '三个火枪手', '基督山伯爵（上下）', '基督山伯爵(上下)', '基督山伯爵', '基度山伯爵（上下）']",8.681546787590317,103.1371637034357
埃莱娜·费兰特,4,8.825,8.823536302742536,173530,60.5,意,"['我的天才女友', '新名字的故事', '失踪的孩子', '离开的，留下的']",8.460183891807159,102.0646020922642
江南,20,8.225,8.223123221025261,248416,25.0,中国,"['此间的少年', '九州·缥缈录', '龙族Ⅰ', '上海堡垒', '龙族Ⅱ', '龙族Ⅲ', '九州·缥缈录Ⅱ·苍云古齿', '龙族Ⅲ', '龙族Ⅳ', '九州·缥缈录Ⅲ·天下名将', '九州·缥缈录Ⅳ·辰月之征', '龙族Ⅲ', '九州·缥缈录V·一生之盟', '九州·缥缈录VI·豹魂', '光明皇帝', '九州·缥缈录', '此间的少年', '蝴蝶风暴', '涿鹿', '此间的少年']",8.213666201050577,102.03725868849607
罗贯中,3,9.333333333333334,9.31822273379286,135494,14.5,明,"['三国演义（全二册）', '三国演义', '三国演义']",8.605206878283052,101.68506222360126
严歌苓,29,8.16551724137931,8.16344378447704,240550,25.0,中国,"['陆犯焉识', '芳华', '小姨多鹤', '金陵十三钗', '第九个寡妇', '陆犯焉识', '一个女人的史诗', '扶桑', '白蛇', '天浴', '少女小渔', '金陵十三钗', '妈阁是座城', '老师好美', '小姨多鹤', '寄居者', '角儿', '无出路咖啡馆', '赴宴者', '霜降', '第九个寡妇', '穗子物语', '小姨多鹤', '床畔', '小姨多鹤', '扶桑', '穗子', '谁家有女初长成', '陆犯焉识']",8.165931030184248,101.18149875975044
林达,11,8.736363636363636,8.72933954086446,133106,31.9,中国,"['历史深处的忧虑', '带一本书去巴黎', '总统是靠不住的', '我也有一个梦想', '西班牙旅行笔记', '如彗星划过夜空', '扫起落叶好过冬', '像自由一样美丽', '一路走来一路读', '一路走来一路读 （增补本）', '历史深处的忧虑']",8.558853439141526,100.9851294067434
安倍夜郎,17,9.135294117647058,9.111843461631112,82550,200.0,日,"['深夜食堂 01', '深夜食堂 02', '深夜食堂 03', '深夜食堂 04', '深夜食堂 05', '深夜食堂 01', '深夜食堂 06', '深夜食堂 07', '深夜食堂 05', '深夜食堂 08', '深夜食堂 02', '深夜食堂 09', '深夜食堂 10', '深夜食堂 07', '深夜食堂 03', '深夜食堂 06', '深夜食堂 08']",8.91552977392111,100.93424214689077
黑柳彻子 著,2,8.899999999999999,8.896137031051925,169310,22.5,日,"['窗边的小豆豆', '窗边的小豆豆']",8.377379289466345,100.85939545550974
史铁生,9,9.0,8.984263595382158,106768,26.0,中国,"['我与地坛', '我与地坛', '病隙碎笔', '我与地坛', '务虚笔记', '我与地坛', '灵魂的事', '命若琴弦', '病隙碎笔']",8.702975359018888,100.76672920545865
伊塔洛·卡尔维诺,14,8.664285714285715,8.657272971365865,131083,23.5,意大利,"['看不见的城市', '树上的男爵', '看不见的城市', '分成两半的子爵', '不存在的骑士', '如果在冬夜，一个旅人', '如果在冬夜，一个旅人', '我们的祖先', '宇宙奇趣全集', '为什么读经典', '通向蜘蛛巢的小径', '帕洛马尔', '命运交叉的城堡', '烟云·阿根廷蚂蚁']",8.533771317171812,100.55849323103271
海明威,6,8.316666666666666,8.31440498341408,189237,22.5,美,"['老人与海', '老人与海', '乞力马扎罗的雪', '流动的盛宴', '丧钟为谁而鸣', '太阳照常升起']",8.249241366024037,100.2345582991203
桐华,22,7.840909090909091,7.846152764030562,321904,28.9,中国,"['步步惊心', '那些回不去的年少时光', '云中歌1', '大漠谣', '那些回不去的年少时光·终场', '被时光掩埋的秘密', '云中歌3', '曾许诺', '云中歌2', '步步惊心', '长相思', '大漠谣·终结篇', '曾许诺·殇', '步步惊心（上下）', '最美的时光', '步步惊心', '长相思2', '长相思3', '半暖时光', '大漠谣', '那片星空，那片海', '那些回不去的年少时光（套装上下册）']",7.9015427787505335,100.20745836277115
赫尔曼·黑塞,14,8.921428571428573,8.907085867609304,97382,25.0,德,"['悉达多', '德米安', '荒原狼', '悉达多', '悉达多', '荒原狼', '纳尔齐斯与歌尔德蒙', '德米安', '荒原狼', '在轮下', '德米安', '玻璃球游戏', '盖特露德', '悉达多']",8.723245001382338,100.19874189187689
刘瑜,8,8.0125,8.017880670106631,241073,27.5,中国,"['送你一颗子弹', '民主的细节', '观念的水位', '余欢', '那么，爱呢？', '民主的细节', '送你一颗子弹', '给理想一点时间']",8.072435002020342,100.04055053685289
丹·布朗,8,7.725,7.728761582481158,308205,28.5,美,"['达·芬奇密码', '失落的秘符', '数字城堡', '达·芬奇密码', '骗局', '天使与魔鬼', '数字城堡', '本源']",7.895511925097264,99.78761434860861
Priest,18,8.5,8.492827958801671,133877,48.0,中国,"['默读', '镇魂', '殺破狼', '有匪（全集）', '有匪1', '大哥', '默读.2', '六爻', '默读.3', '有匪2', '山河表里', '大哥', '残次品', '有匪3', '我的拖延症女友', '有匪4', '镇魂', '天涯客（下册）']",8.427898044620193,99.48867502528364
高铭,3,7.566666666666666,7.570979549490336,275073,36.0,中国,"['天才在左 疯子在右', '天才在左 疯子在右（完整版）', '催眠师手记']",7.942706878283053,99.48077882174594
寂地,13,8.707692307692309,8.695175331152345,110906,25.0,中国,"['我的路', '我的路3', '我的路2', '踮脚张望的时光', '我的路4', '我的路5', 'My Way 2', 'My Way 1', '踮脚张望1', '寂地', '飞翔的猫', '踮脚张望2', '我的路6']",8.557869723681357,99.412042570737
沧月,31,8.083870967741936,8.084170328378187,213142,23.0,中国,"['七夜雪', '曼珠沙华', '护花铃', '血薇', '镜·神寂', '镜·双城', '帝都赋', '大漠荒颜', '镜·破军', '镜·龙战', '镜·双城', '镜·辟天', '镜·破军', '夜船吹笛雨潇潇', '镜·织梦者', '剑歌', '听雪楼系列典藏版（全三册）', '沧海', '飞天', '花镜', '羽·青空之蓝', '风玫瑰', '镜·龙战（上）', '镜·龙战（下）', '镜·归虚1', '羽·赤炎之曈', '花镜', '镜·辟天1', '镜·辟天2', '大漠荒颜·帝都赋', '羽·黯月之翼']",8.095601528507345,99.33075249814476
高木直子,17,8.370588235294118,8.364488583658382,151919,39.9,中国,"['一個人住第5年', '人气绘本天后高木直子作品典藏（全6册）', '一個人上東京', '一个人住第9年', '一个人旅行2', '一個人去旅行', '一個人的第一次', '150cm Life 2', '150cm Life', '一个人的美食之旅', '30分老妈', '一个人去跑步', '两个人的头两年', '一个人漂泊的日子2', '30分老妈 2', '肚子饿万岁', '一個人住第9年']",8.32462068301202,99.32195962871215
