author_clean,book_count,avg_rating,avg_bayesian,total_votes,median_price,nationality,books,author_score,influence
落落,12,7.666666666666667,7.672444557547817,184682,24.9,中国,"['年华是无效信', '不朽', '尘埃星球', '须臾', '那些生命中温暖而美好的事情', '剩者为王', '年华是无效信', '千秋', '万象', '《文艺风象+文艺风赏》第一期合刊', '剩者为王Ⅱ', '剩者为王Ⅰ']",7.814215001544966,94.75826648185921
夏达,9,8.766666666666667,8.754840005973964,63790,18.0,中国,"['子不语 1-2', '游园惊梦', '长歌行 01', '长歌行 02', '长歌行 03', '长歌行 04', '夏达短篇漫画集(共2册)', '长歌行 05', '长歌行 06']",8.55297535901889,94.6247087048185
李碧华,18,8.127777777777778,8.129791830274499,111209,18.0,中国,"['霸王别姬 青蛇', '青蛇', '霸王别姬', '胭脂扣', '霸王别姬', '胭脂扣 生死桥', '饺子', '生死桥', '潘金莲之前世今生 诱僧', '青蛇', '饺子', '胭脂扣', '秦俑 满洲国妖艳——川岛芳子', '诱僧', '秦俑', '潘金莲之前世今生', '霸王别姬', '流星雨解毒片']",8.136593696794106,94.54051082533252
古斯塔夫·勒庞,2,8.149999999999999,8.149763311105108,106719,20.4,法,"['乌合之众', '乌合之众']",8.163093575180632,94.51200240862262
林语堂,11,8.372727272727273,8.36745390972345,86796,25.0,中国,"['京华烟云', '苏东坡传', '苏东坡传', '苏东坡传', '生活的艺术', '吾国与吾民', '人生不过如此', '京华烟云', '吾国与吾民', '苏东坡传', '风声鹤唳']",8.308853439141526,94.48269225860906
李可,5,7.779999999999999,7.780461218530876,136848,29.8,中国,"['杜拉拉升职记', '杜拉拉2华年似水', '杜拉拉3', '杜拉拉大结局', '杜拉拉升職記']",7.974165502626442,94.30753212767554
张小娴,40,7.6450000000000005,7.652826921106704,206278,18.0,中国,"['面包树上的女人', '三个A Cup的女人', '永不永不说再见', '面包树上的女人', '谢谢你离开我', '荷包里的单人床', '我终究是爱你的', '流浪的面包树', '面包树出走了', '三个 A Cup 的女人', '三月里的幸福饼', '红颜露水', '拥抱', '卖海豚的女孩', '蝴蝶过期居留', '荷包里的单人床', '我在云上爱你', '魔法蛋糕店', '收到你的信已经太迟', '雪地里的蜗牛奄列', '再见野鼬鼠', '流波上的舞', '我们都是丑小鸭', '爱上了你', '永不永不说再见', '吸血盟1：蓝蝴蝶之吻', '我的爱如此麻辣', '荷包里的单人床', '想念', '离别曲', '情人无泪', '思念里的流浪狗', '相逢', '面包树上的女人', '情人无泪', '相逢', '三个A Cup的女人', '那年的梦想', '蝴蝶过期居留', '刻骨的爱人']",7.703147889472543,94.26330440881894
钱穆,4,9.125,9.112210951549729,57628,19.0,中国,"['中国历代政治得失', '中国历代政治得失', '中国历代政治得失', '国史新论']",8.593517225140491,94.20025549344841
王朔,22,7.909090909090909,7.912456440670002,137834,19.4,中国,"['动物凶猛', '看上去很美', '一半是海水一半是火焰', '致女儿书', '过把瘾就死', '我是你爸爸', '顽主', '我的千岁寒', '一半是火焰一半是海水', '空中小姐', '永失我爱', '动物凶猛', '一半是火焰 一半是海水', '过把瘾就死', '我是你爸爸', '和我们的女儿谈话', '玩的就是心跳', '王朔文集（纯情卷）', '我是你爸爸', '新狂人日记', '千万别把我当人', '动物凶猛']",7.957098334306089,94.16281050092091
施耐庵,4,8.825,8.80865633351587,66873,33.175,明,"['水浒传（全二册）', '水浒传', '水浒传', '水浒传']",8.460183891807159,93.99742753267296
陀思妥耶夫斯基,9,8.966666666666667,8.948740898390353,50342,22.0,俄,"['罪与罚', '罪与罚', '白痴', '白夜', '地下室手记', '罪与罚', '卡拉马佐夫兄弟', '死屋手记', '白夜']",8.681546787590317,93.99176347280246
笛安,12,7.625,7.63134053375644,173331,24.8,中国,"['西决', '东霓', '南音 （上）', '告别天堂', '南音 （下）', '南方有令秧', '芙蓉如面柳如眉', '告别天堂', '妩媚航班', '芙蓉如面柳如眉', '景恒街', '告别天堂']",7.784803236839084,93.90780204591583
格林兄弟,2,8.9,8.892779300970568,73616,17.225,德,"['格林童话全集', '格林童话']",8.377379289466347,93.88220059126802
安东尼,6,7.8500000000000005,7.856079624351392,121459,28.8,中国,"['陪安东尼度过漫长岁月', '橙', '黄', '红', '绿', '尔本']",7.994695911478584,93.59662538647304
儒尔·凡尔纳,2,8.45,8.444076559861681,82388,21.0,法国,"['海底两万里', '海底两万里']",8.248807860894917,93.3699654281297
蔡智恒,17,7.5588235294117645,7.563526373967258,184911,20.0,中国,"['第一次的亲密接触', '檞寄生', '爱尔兰咖啡', '雨衣', '暖暖', '孔雀森林', '亦恕与珂雪', '夜玫瑰', '第一次亲密接触', '回眸', '鲸鱼女孩 池塘男孩', '爱尔兰咖啡', '洛神红茶（痞子蔡）', '蝙蝠', '第一次的亲密接触', '檞寄生', '爱尔兰咖啡']",7.697347955739292,93.35062890152354
M·斯科特·派克,3,8.233333333333333,8.228711349934569,88535,26.0,美,"['少有人走的路', '少有人走的路Ⅱ', '少有人走的路']",8.192706878283051,93.32447197974581
八月长安,8,7.9375,7.943215946852113,112058,50.0,中国,"['最好的我们', '暗恋·橘生淮南', '橘生淮南·暗恋', '你好，旧时光', '时间的女儿', '暗恋', '被偷走的那五年', '暗恋：橘生淮南']",8.026281155866496,93.31981161666818
弗雷德里克·巴克曼,6,8.25,8.249734427958087,85959,40.9,瑞典,"['一个叫欧维的男人决定去死', '外婆的道歉信', '清单人生', '一个叫欧维的男人决定去死', '熊镇', '时间的礼物']",8.212877729660402,93.31173837050542
凤歌,13,8.484615384615385,8.478089203328606,66796,20.0,中国,"['昆仑1', '昆仑2', '昆仑6', '沧海Ⅰ', '昆仑4', '昆仑3', '昆仑5', '昆仑前传', '沧海Ⅱ', '沧海Ⅲ', '沧海Ⅵ', '沧海Ⅴ', '沧海Ⅳ']",8.396758612570245,93.28306305292408
马伯庸,20,7.575,7.5864805723885596,181379,32.0,中国,"['长安十二时辰 上', '古董局中局', '长安十二时辰 下', '显微镜下的大明', '古董局中局 2', '古董局中局 3', '古董局中局 4', '我读书少，你可别骗我', '风起陇西', '三国机密（上）', '三国机密（下）', '三国配角演义', '龙与地下铁', '殷商舰队玛雅征服史', '古董局中局', '草原动物园', '马伯庸笑翻中国简史', '帝国最后的荣耀', '古董局中局 大全集', '她死在QQ上']",7.693666201050577,93.15759973720861
曹禺,5,8.42,8.41517522216985,74951,9.2,中国,"['雷雨', '日出', '雷雨', '北京人', '原野']",8.294165502626441,93.09871653952003
刘震云,9,8.155555555555557,8.154467422727343,88598,29.8,中国,"['一句顶一万句', '我不是潘金莲', '一地鸡毛', '一句顶一万句', '我叫刘跃进', '手机', '吃瓜时代的儿女们', '温故一九四二', '一地鸡毛']",8.160118216161745,92.95905363859578
是枝裕和,7,8.442857142857141,8.439527823327987,70064,42.0,日,"['步履不停', '如父如子', '小偷家族', '奇迹', '有如走路的速度', '比海更深', '拍电影时我在想的事']",8.328471252188702,92.92224173870478
张悦然,19,7.563157894736841,7.569731473847429,175296,23.0,中国,"['水仙已乘鲤鱼去', '樱桃之远', '誓鸟', '十爱', '葵花走失在1890', '红鞋', '鲤·暧昧', '鲤·最好的时光', '樱桃之远', '鲤·谎言', '是你来检阅我的忧伤了吗', '鲤·上瘾', '鲤·逃避', '鲤·因爱之名', '茧', '水仙已乘鲤鱼去', '樱桃之远', '昼若夜房间', '鲤·变老']",7.68923562609435,92.84165296953951
海莲·汉芙,2,8.2,8.199782012812708,84661,26.5,美,"['查令十字街84号', '查令十字街84号']",8.177379289466346,92.78399739839719
青山七惠,6,7.616666666666667,7.620757764396646,128606,20.0,日,"['一个人的好天气', '温柔的叹息', '一个人的好天气', '窗灯', '碎片', '温柔的叹息']",7.867423184205856,92.55643003342279
欧·亨利,3,8.633333333333333,8.624040382223365,63922,25.0,美,"['麦琪的礼物', '欧亨利短篇小说精选', '欧·亨利短篇小说精选']",8.342706878283053,92.31567662284492
莎士比亚,6,8.700000000000001,8.68377906914519,54882,10.75,英,"['哈姆莱特', '仲夏夜之梦', '李尔王', '麦克白', '莎士比亚全集（全8册）', '莎士比亚悲剧集']",8.458332275114948,92.30543269764931
卡夫卡,4,8.625,8.618416438979247,60747,22.0,奥,"['变形记', '城堡', '卡夫卡小说全集（全三册）', '变形记']",8.37129500291827,92.20554039914241
马里奥·普佐,4,8.725,8.719883306897804,56632,43.5,美,"['教父', '教父', '教父 2：西西里人', '教父3']",8.415739447362714,92.10477389416066
豪·路·博尔赫斯,8,8.975,8.954550119434174,41086,24.0,阿根廷,"['小径分岔的花园', '沙之书', '恶棍列传', '杜撰集', '阿莱夫', '虚构集', '恶棍列传', '博尔赫斯全集']",8.664742694328034,92.04943520421327
简·奥斯丁,10,8.440000000000001,8.434593526977576,60916,14.5,英国,"['傲慢与偏见', '傲慢与偏见', '傲慢与偏见', '理智与情感', '爱玛', '理智与情感', '傲慢与偏见', '理智与情感', '傲慢与偏见', '曼斯菲尔德庄园']",8.349443668417628,91.98805487949559
张德芬,3,7.933333333333333,7.933764318011755,87858,29.0,中国,"['遇见未知的自己', '遇见心想事成的自己', '活出全新的自己']",8.080206878283052,91.98094236519164
张嘉佳,4,7.2,7.208979677260841,144652,40.0,中国,"['从你的全世界路过', '云边有个小卖部', '让我留在你身边', '从你的全世界路过']",7.737961669584935,91.94318057461243
弗拉基米尔·纳博科夫,3,8.266666666666666,8.255488659727904,72085,26.0,美,"['洛丽塔', '黑暗中的笑声', '微暗的火']",8.205206878283052,91.7802861997247
史蒂芬·霍金,3,8.700000000000001,8.692592979091861,57790,42.0,英,"['时间简史', '果壳中的宇宙', '时间简史(普及版)']",8.367706878283052,91.74846121320911
北岛,9,8.477777777777778,8.470902776209435,57439,28.0,中国,"['城门开', '青灯', '北岛诗歌集', '七十年代', '蓝房子', '时间的玫瑰', '失败之书', '午夜之门', '时间的玫瑰']",8.367261073304602,91.69259870736025
托尔金,8,8.775,8.762240038492267,45805,18.85,英国,"['魔戒（第一部）', '魔戒（第三部）', '魔戒（第二部）', '魔戒前传', '魔戒（第二部）', '魔戒（第一部）', '魔戒（第三部）', '魔戒（前传）']",8.541665771251111,91.67061226554759
曹文轩,7,8.871428571428572,8.855092052898337,43608,18.0,中国,"['草房子', '青铜葵花', '山羊不吃天堂草', '根鸟', '草房子', '草房子', '草房子']",8.578471252188702,91.64396992020352
七堇年,7,7.471428571428571,7.481013495144623,133893,22.0,中国,"['被窝是青春的坟墓', '大地之灯', '澜本嫁衣', '尘曲', '少年残像', '平生欢', '灯下尘']",7.761804585522036,91.62657965374508
王国维,3,9.033333333333333,9.019833081113994,48287,19.0,中国,"['人间词话', '人间词话手稿本全编', '人间词话']",8.492706878283052,91.5933202051437
（清）沈复,3,8.9,8.88401360402929,51118,19.0,中国,"['浮生六记', '浮生六记', '浮生六记']",8.442706878283053,91.53508102311699
井上雄彦,3,9.566666666666668,9.548022762596922,37401,30.0,日,"['灌篮高手31', '灌篮高手（全31卷）', '浪客行 (Vol. 01)']",8.692706878283053,91.52967850850277
三岛由纪夫,9,8.644444444444444,8.63097566059882,49007,32.0,日,"['金阁寺', '春雪', '假面自白', '爱的饥渴', '金阁寺', '春雪', '奔马', '晓寺', '禁色']",8.474403930447458,91.5213491808985
CLAMP,11,8.200000000000001,8.20034348876897,69550,38.0,日本,"['東京BABYLON (Vol. 1)', '圣传', '圣传画集', 'CLOVER（VOL.1--4）', 'X.1', '魔卡少女樱', '魔法騎士（マジックナイト）レイアース 01', 'CLAMP学园侦探团', 'xxxHOLiC(01)', 'CLOVER(01)', 'CLAMP学園探偵団 (1)']",8.190103439141527,91.3181428898236
梁文道,9,7.800000000000001,7.805575354260311,99878,30.0,中国,"['常识', '我执', '读者', '噪音太多', '访问', '我读2', '味道·第一宗罪', '味道·人民公社', '味道·味觉现象']",7.931546787590317,91.30570400486157
尼尔·波兹曼,3,8.566666666666666,8.56361755670653,58181,34.0,美,"['娱乐至死', '娱乐至死', '娱乐至死 童年的消逝']",8.317706878283053,91.25631788058612
蔡康永,12,7.783333333333334,7.790597036812724,103495,96.0,中国,"['有一天啊，宝宝……', '那些男孩教我的事', 'LA流浪记', '蔡康永的說話之道', '那些男孩教我的事', '有一天啊，寶寶', 'LA流浪記', '痛快日记', '你睡不著我受不了', '蔡康永的情商课', '蔡康永爱情短信', '蔡康永的说话之道']",7.896567942721438,91.18394616975803
司汤达,4,8.45,8.44148264942946,58935,19.0,法,"['红与黑', '红与黑', '红与黑', '红与黑']",8.29351722514049,91.09771317990108
梭罗,2,8.45,8.447992207501722,61263,19.5,美,"['瓦尔登湖', '瓦尔登湖']",8.248807860894917,90.92617742119076
曹天元,4,9.225,9.209938292581052,37282,35.9,中国,"['上帝掷骰子吗', '上帝掷骰子吗？', '上帝掷骰子吗', '上帝掷骰子吗?']",8.637961669584936,90.92571319077904
莫泊桑,5,8.26,8.257729111478362,63644,16.0,法,"['项链', '漂亮朋友', '莫泊桑短篇小说选', '漂亮朋友', '一生']",8.214165502626443,90.85750928148241
奥尔罕·帕慕克,8,8.25,8.245668297935225,62826,32.5,土耳其,"['我的名字叫红', '伊斯坦布尔', '纯真博物馆', '我脑袋里的怪东西', '白色城堡', '雪', '天真的和感伤的小说家', '我的名字叫红']",8.218588848174187,90.80012181091769
苏童,14,7.885714285714286,7.888476871502623,89885,18.0,中国,"['妻妾成群', '我的帝王生涯', '黄雀记', '红粉', '米', '碧奴', '河岸', '武则天', '罂粟之家', '香椿树街故事', '米', '城北地带', '刺青时代', '妇女生活']",7.960087106645496,90.79512150308466
沃尔特·艾萨克森,2,8.899999999999999,8.88753418576257,50755,68.0,美,"['史蒂夫·乔布斯传', '史蒂夫·乔布斯传（修订版）']",8.377379289466345,90.76710444092609
紫金陈,6,7.6499999999999995,7.654813634977889,99410,35.9,中国,"['坏小孩', '长夜难明', '无证之罪', '高智商犯罪', '高智商犯罪2', '设局']",7.885605002387674,90.7397991016335
蕾秋·乔伊斯,2,7.85,7.853472509669212,73568,38.9,英,"['一个人的朝圣', '一个人的朝圣2']",8.077379289466347,90.51494285706438
奥斯卡·王尔德,7,8.757142857142856,8.747415973549563,41286,28.0,英,"['道连·葛雷的画像', '自深深处', '夜莺与玫瑰', '道林·格雷的画像', '莎乐美', '自深深处', '自深深处']",8.511804585522036,90.46603786633301
周国平,14,8.25,8.24676140836029,56720,23.9,中国,"['妞妞', '灵魂只能独行', '宝贝，宝贝', '人与永恒', '尼采', '妞妞', '周国平人生哲思录', '守望的距离：周国平散文集', '妞妞', '我喜欢生命本来的样子', '岁月与性情', '爱与孤独', '各自的朝圣路', '风中的纸屑']",8.228508159277075,90.06842574511896
(法)马克·李维,4,7.325,7.336916940052341,104024,30.9,中国,"['偷影子的人', '伊斯坦布尔假期', '如果一切重来', '第一日']",7.793517225140492,90.03372344304992
萧鼎,9,7.955555555555555,7.956950492424397,73822,22.0,中国,"['诛仙1', '诛仙4', '诛仙2', '诛仙3', '诛仙5', '诛仙8（大结局）', '诛仙7', '诛仙6', '诛仙全集（全六册）']",8.031546787590315,90.02902629010141
乔治·R. R. 马丁,2,9.4,9.389761858628574,38769,94.0,美,"['冰与火之歌（卷一）', '冰与火之歌·卷二·列王的纷争（全三册）']",8.52023643232349,90.0197233038163
吴念真,3,8.133333333333335,8.13714370964768,62185,28.0,中国,"['这些人，那些事', '台湾念真情', '特别的一天']",8.155206878283053,90.01623708460544
丹尼尔·凯斯,4,8.5,8.496645044145563,50056,37.5,美,"['24个比利', '献给阿尔吉侬的花束', '献给阿尔吉侬的花束', '比利战争']",8.315739447362713,89.98393163489476
狄更斯,5,8.4,8.391966788033344,52121,18.0,英,"['雾都孤儿', '大卫·科波菲尔（上下）', '雾都孤儿', '双城记', '远大前程']",8.284165502626443,89.97715805118887
海子,4,8.850000000000001,8.832151517693381,40934,20.0,中国,"['海子的诗', '海子的诗', '面朝大海 春暖花开', '海子的诗']",8.47129500291827,89.96295650896137
王安忆,6,7.933333333333333,7.937177803153347,72179,21.0,中国,"['长恨歌', '长恨歌', '长恨歌', '桃之夭夭', '天香', '我爱比尔']",8.040150456933128,89.9445061061174
米奇·阿尔博姆,5,8.2,8.198589900214818,59264,17.0,美,"['相约星期二', '你在天堂里遇见的五个人', '你在天堂里遇见的5个人', '相约星期二', '一日重生']",8.184165502626442,89.94213081984
卡森·麦卡勒斯,4,8.325,8.321959372336615,54892,15.0,美,"['心是孤独的猎手', '伤心咖啡馆之歌', '伤心咖啡馆之歌', '婚礼的成员']",8.237961669584935,89.9020381986132
岛田庄司,14,7.75,7.757645089068871,92420,28.0,日,"['占星术杀人魔法', '斜屋犯罪', '异邦骑士', '占星术杀人魔法', '奇想·天动', '北方夕鹤2/3杀人事件', '黑暗坡食人树', '御手洗洁的问候', '斜屋犯罪', '寝台特急1/60秒障碍', '眩晕', '螺丝人', '异邦骑士', '出云传说7/8杀人事件']",7.860087106645496,89.87309669256446
帕·聚斯金德,2,8.7,8.69690954662886,48537,22.5,德,"['香水', '香水']",8.320236432323489,89.77620205944997
乔斯坦·贾德,3,8.799999999999999,8.786674575734933,43511,26.8,挪,"['苏菲的世界', '苏菲的世界', '苏菲的世界']",8.405206878283053,89.77426672938812
夏目漱石,9,8.266666666666667,8.261146818666708,54308,26.0,日,"['我是猫', '我是猫', '心', '我是猫', '心', '草枕', '少爷', '我是猫', '后来的事']",8.231546787590316,89.74398807610088
加缪,5,8.98,8.962960803233475,35114,28.0,法,"['异乡人', '局外人', '西西弗的神话', '局外人', '加缪全集 （小说卷）']",8.574165502626443,89.74050578850392
廖一梅,5,8.120000000000001,8.116660984598486,60967,29.8,中国,"['悲观主义的花朵', '像我这样笨拙地生活', '琥珀·恋爱的犀牛', '柔软', '恋爱的犀牛']",8.144165502626443,89.7332658837966
雷蒙德·卡佛,3,8.299999999999999,8.296212552661961,55228,25.0,美,"['当我们谈论爱情时我们在谈论什么', '大教堂', '雷蒙德·卡佛短篇小说自选集']",8.217706878283053,89.73114205919195
流潋紫,11,7.7727272727272725,7.777730845156492,85945,25.0,中国,"['后宫·甄嬛传Ⅰ', '后宫·甄嬛传Ⅲ', '后宫·甄嬛传Ⅱ', '后宫·甄嬛传VII', '后宫·甄嬛传V', '后宫·如懿传', '后宫·甄嬛传Ⅳ', '后宫·甄嬛传Ⅵ', '后宫·如懿传2', '后宫·甄嬛传（套装共6册）', '后宫·如懿传3']",7.896353439141526,89.7142180131371
匪我思存,20,7.045,7.062138591817667,228611,25.9,中国,"['佳期如梦', '东宫', '来不及说我爱你', '千山暮雪', '寂寞空庭春欲晚', '佳期如梦之海上繁花', '碧甃沉', '如果这一秒，我没遇见你', '佳期如梦之今生今世', '香寒', '冷月如霜', '景年知几时', '爱你是最好的时光', '当时明月在', '迷雾围城（全两册）', '星光璀璨', '爱情的开关', '爱你是最好的时光Ⅱ', '东宫', '寻找爱情的邹小姐']",7.269666201050577,89.70609266176469
石黑一雄,8,8.2125,8.208779405589057,56703,28.5,英,"['远山淡影', '长日将尽', '小夜曲', '被掩埋的巨人', '浮世画家', '莫失莫忘', '别让我走', '长日留痕']",8.195511925097264,89.70479560570315
都梁,5,8.7,8.690859034642724,41103,30.0,中国,"['亮剑', '血色浪漫', '血色浪漫', '亮剑', '狼烟北平']",8.434165502626442,89.60339958384708
考琳·麦卡洛,2,8.7,8.687432306442957,47241,31.5,澳,"['荆棘鸟', '荆棘鸟']",8.320236432323489,89.55102593562039
道格拉斯·亚当斯,4,8.7,8.693553171622783,41769,22.0,英,"['银河系漫游指南', '银河系搭车客指南', '宇宙尽头的餐馆', '宇宙尽头的餐馆']",8.404628336251601,89.42468791358786
斯塔夫里阿诺斯,3,9.066666666666666,9.06025333003891,36401,88.0,美,"['全球通史(上)', '全球通史（第7版 上册）', '全球通史']",8.505206878283053,89.32490608506876
陈丹青,9,8.033333333333333,8.035677934001903,62195,36.0,中国,"['退步集', '荒废集', '纽约琐记（修订版）', '笑谈大先生', '退步集续编', '多余的素材', '多余的素材', '无知的游历', '陈丹青音乐笔记']",8.081546787590316,89.20448493378449
列夫·托尔斯泰,7,8.928571428571429,8.90912037601464,31422,46.0,俄,"['安娜·卡列尼娜', '战争与和平（全四册）', '安娜·卡列尼娜', '战争与和平（全四册）', '安娜·卡列尼娜', '安娜·卡列尼娜', '伊凡·伊里奇之死']",8.611804585522036,89.17778030541197
约翰·威廉斯,3,8.799999999999999,8.78966574321697,40361,49.0,美,"['斯通纳', '奥古斯都', '屠夫十字镇']",8.405206878283053,89.14263212649405
李笑来,5,8.120000000000001,8.11832186711329,55420,39.0,中国,"['把时间当作朋友', '把时间当作朋友（第3版）', '韭菜的自我修养', '财富自由之路', '把时间当作朋友']",8.144165502626443,88.95638943225347
博多·舍费尔,5,8.16,8.163489089505285,53810,28.0,德,"['小狗钱钱', '小狗钱钱', '财务自由之路', '小狗钱钱2', '财务自由之路']",8.164165502626442,88.93415859097937
九夜茴,6,7.783333333333332,7.788297081476359,71277,33.5,中国,"['匆匆那年（上下）', '匆匆那年', '曾少年', '初恋爱', '匆匆那年', '花开半夏']",7.958332275114946,88.92913457708079
雷米,8,7.875,7.877598680280195,67949,29.8,中国,"['心理罪', '心理罪', '心理罪', '心理罪之第七个读者', '心理罪', '心理罪之画像', '心理罪2：教化场', '殉罪者']",7.9878196174049565,88.8766939957096
J.K. 羅琳,5,8.940000000000001,8.928868610360889,32425,299.0,中国,"['神秘的魔法石', '哈利波特7', '消失的密室', '阿茲卡班的逃犯', '火盃的考驗']",8.554165502626443,88.8496864020402
巫哲,5,8.5,8.495162856934346,42554,59.8,中国,"['撒野', '撒野 2', '撒野 一', '格格不入', '狼行成双']",8.334165502626442,88.8301416861381
尼·奥斯特洛夫斯基,3,7.7,7.705713923719325,66208,16.0,苏,"['钢铁是怎样炼成的', '钢铁是怎样炼成的', '钢铁是怎样炼成的']",7.992706878283053,88.7236156543475
何马,10,7.7299999999999995,7.733640890567676,76265,29.8,中国,"['藏地密码1', '藏地密码2', '藏地密码3', '藏地密码4', '藏地密码5', '藏地密码6', '藏地密码7', '藏地密码9', '藏地密码10', '藏地密码8']",7.876110335084293,88.54309462221268
波波,6,7.6000000000000005,7.6052927202685625,78048,22.9,中国,"['绾青丝Ⅰ', '绾青丝Ⅲ', '绾青丝Ⅱ', '绾青丝Ⅳ（上）', '绾青丝Ⅳ（下）', '绾青丝']",7.858332275114948,88.52483693814472
巴金,8,8.2875,8.281443909308187,46193,26.0,中国,"['家', '家', '春', '秋', '家', '寒夜', '家', '家春秋（全3册）']",8.24166577125111,88.5204782270495
歌德,4,8.35,8.343938102541472,45467,13.0,德,"['少年维特的烦恼', '少年维特的烦恼', '浮士德', '浮士德']",8.249072780696046,88.46935929338693
特德·姜,4,8.475,8.469774603590057,41909,35.5,美,"['你一生的故事', '呼吸', '降临', '软件体的生命周期']",8.304628336251602,88.38848252708951
杰克·凯鲁亚克,4,7.825,7.82924150616858,60770,23.0,美,"['在路上', '达摩流浪者', '在路上', '垮掉的一代']",8.015739447362714,88.29231177864138
伊恩·麦克尤恩,9,7.966666666666667,7.969188096467176,58834,24.0,英,"['最初的爱情 最后的仪式', '只爱陌生人', '赎罪', '在切瑟尔海滩上', '最初的爱情，最后的仪式', '梦想家彼得', '床笫之间', '水泥花园', '水泥花园']",8.038689644733173,88.28484628048969
藤萍,14,8.321428571428571,8.316500776313841,42439,18.0,中国,"['香初上舞', '香初上舞·终上', '香初上舞·再上', '吉祥纹莲花楼·玄武', '吉祥纹莲花楼·朱雀', '姑洗徵舞', '太和舞', '吉祥纹莲花楼终篇之青龙·白虎', '南吕羽舞', '送神舞', '钧天舞', '太簇角舞', '祀风师乐舞', '吉祥纹莲花楼（完美典藏版）']",8.281139738224443,88.2425546634627
冯唐,20,7.279999999999999,7.29323304997514,135977,26.0,中国,"['万物生长', '三十六大', '十八岁给我一个姑娘', '北京，北京', '活着活着就老了', '18岁给我一个姑娘', '如何成为一个怪物', '活着活着就老了', '活着活着就老了', '无所畏', '冯唐诗百首', '北京，北京', '欢喜', '天下卵', '在宇宙间不易被风吹散', '女神一号', '成事', '万物生长', '万物生长', '猪和蝴蝶']",7.457666201050577,88.15146688320799
福楼拜,5,8.58,8.56718039363231,36979,14.5,中国,"['包法利夫人', '包法利夫人', '包法利夫人', '包法利夫人', '包法利夫人']",8.374165502626443,88.08058237493175
原研哉,2,8.85,8.844258349044269,37482,73.0,日,"['设计中的设计', '设计中的设计 | 全本']",8.363093575180631,88.07711403471286
孔飞力,4,8.899999999999999,8.885383117866255,30909,36.5,美,"['叫魂', '叫魂', '叫魂', '中国现代国家的起源']",8.49351722514049,87.81307345873005
猫腻,8,8.05,8.053666444099155,50201,28.0,中国,"['庆余年·壹', '庆余年·贰', '庆余年·陆', '庆余年·叁', '庆余年·肆', '庆余年·伍', '将夜之花开彼岸天', '择天记']",8.095511925097265,87.6242841080755
卢梭,6,8.6,8.589257620814658,33500,20.0,法,"['社会契约论', '忏悔录', '论人类不平等的起源和基础', '爱弥儿', '一个孤独漫步者的遐想', '社会契约论']",8.403786820569493,87.56183290747245
王尔德,3,9.033333333333333,9.024234261660723,29847,10.0,英,"['王尔德童话', '快乐王子', '道连·格雷的画像']",8.492706878283052,87.50777407587547
渡边淳一,15,7.4,7.41324324351091,100698,28.0,日,"['失乐园', '钝感力', '男人这东西', '失乐园', '情人', '紫阳花日记', '男人这东西', '女人这东西', '飞往巴黎的末班机', '男人这东西', '白色猎人', '欲情课', '失乐园', '光与影', '复乐园']",7.592082751313222,87.45996688303303
冨樫義博,2,8.9,8.895853052661849,34128,79.6,中国,"['幽游白书（全19册）', 'HUNTER X HUNTER 1']",8.377379289466347,87.4422702540765
艾米,2,7.85,7.851112609269862,49905,26.5,中国,"['山楂树之恋', '山楂树之恋']",8.077379289466347,87.38025326578868
埃勒里·奎因,9,8.022222222222222,8.025213994911605,49841,28.0,美,"['X的悲剧', 'Y的悲剧', '希腊棺材之谜', 'Z的悲剧', '希腊棺材之谜', '哲瑞·雷恩的最后一案', '中国橘子之谜', 'X的悲剧', '法国粉末之谜']",8.07440393044746,87.3377047907786
柏拉图,3,9.0,8.982935233391958,29577,26.0,古希腊,"['理想国', '会饮篇', '斐多']",8.480206878283052,87.30191607143958
雷蒙德·钱德勒,4,8.1,8.100652773594414,45047,32.25,美,"['漫长的告别', '漫长的告别', '漫长的告别', '长眠不醒']",8.137961669584936,87.20219698016835
明晓溪,12,6.708333333333333,6.723193925717175,202161,22.0,中国,"['会有天使替我爱你', '泡沫之夏', '泡沫之夏Ⅱ', '泡沫之夏Ⅲ', '烈火如歌', '烈火如歌', '水晶般透明', '无往而不胜的童话', '冬日最灿烂的阳光', '午后薰衣茶', '旋风少女', '雨夜里的星星沙']",7.137744413309672,87.20057178804778
冶文彪,7,8.471428571428572,8.461104153643145,34497,56.0,中国,"['清明上河图密码', '清明上河图密码 2', '清明上河图密码3', '清明上河图密码4', '清明上河图密码5', '清明上河图密码6', '人皮论语']",8.34513791885537,87.19548064682118
曹雪芹,4,9.675,9.638900131192948,19145,68.0,中国,"['红楼梦', '红楼梦', '红楼梦', '红楼梦（上下）']",8.837961669584935,87.14096837397636
柏杨,4,8.175,8.170165340608207,42788,51.5,中国,"['丑陋的中国人', '丑陋的中国人', '中国人史纲（上中下）', '中国人史纲（上下）']",8.171295002918269,87.13898684937459
海宴,3,8.466666666666667,8.461398003613306,37055,64.0,中国,"['琅琊榜', '琅琊榜（全三册）', '琅琊榜']",8.280206878283053,87.10931284244873
蔡康永 著,2,7.1,7.106131641638083,64324,30.0,中国,"['蔡康永的说话之道', '蔡康永的说话之道2']",7.863093575180632,87.05784173557777
鸟山明,2,9.4,9.38488114406429,27009,4.4,中国,"['七龍珠 34', '七龙珠']",8.52023643232349,86.94017259317245
